x;y
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.321;18.4678
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.3211;18.4679
20.321;18.4678
20.321;18.4678
20.3211;18.4679
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.321;18.4678
20.3209;18.4677
20.321;18.4678
20.3209;18.4677
20.3209;18.4676
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3208;18.4676
20.3208;18.4676
20.3209;18.4677
20.3209;18.4677
20.3208;18.4676
20.3208;18.4676
20.3208;18.4676
20.3209;18.4677
20.3208;18.4676
20.3208;18.4676
20.3208;18.4676
20.3208;18.4676
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
20.3209;18.4677
